time,x,y
7.732,399.503,424.859
7.733,399.517,424.851
7.734,399.531,424.844
7.735,399.546,424.836
7.736,399.560,424.829
7.737,399.574,424.821
7.738,399.588,424.814
7.739,399.602,424.807
7.740,399.616,424.799
7.741,399.630,424.792
7.742,399.644,424.784
7.743,399.659,424.777
7.744,399.673,424.770
7.745,399.687,424.762
7.746,399.701,424.755
7.747,399.715,424.747
7.748,399.729,424.740
7.749,399.743,424.732
7.750,399.757,424.725
7.751,399.772,424.718
7.752,399.786,424.710
7.753,399.800,424.703
7.754,399.814,424.695
7.755,399.828,424.688
7.756,399.842,424.680
7.757,399.856,424.673
7.758,399.871,424.666
7.759,399.885,424.658
7.760,399.899,424.651
7.761,399.913,424.643
7.762,399.927,424.636
7.763,399.941,424.629
7.764,399.955,424.621
7.765,399.969,424.614
7.766,399.984,424.606
7.767,399.998,424.599
7.768,400.012,424.591
7.769,400.026,424.584
7.770,400.040,424.577
7.771,400.054,424.569
7.772,400.068,424.562
7.773,400.082,424.554
7.774,400.097,424.547
7.775,400.111,424.539
7.776,400.125,424.532
7.777,400.139,424.525
7.778,400.153,424.517
7.779,400.167,424.510
7.780,400.181,424.502
7.781,400.196,424.495
7.782,400.210,424.488
7.783,400.224,424.480
7.784,400.238,424.473
7.785,400.252,424.465
7.786,400.266,424.458
7.787,400.280,424.450
7.788,400.294,424.443
7.789,400.309,424.436
7.790,400.323,424.428
7.791,400.337,424.421
7.792,400.351,424.413
7.793,400.365,424.406
7.794,400.379,424.399
7.795,400.393,424.391
7.796,400.407,424.384
7.797,400.422,424.376
7.798,400.436,424.369
7.799,400.450,424.361
7.800,400.464,424.354
7.801,400.478,424.347
7.802,400.492,424.339
7.803,400.506,424.332
7.804,400.521,424.324
7.805,400.535,424.317
7.806,400.549,424.309
7.807,400.563,424.302
7.808,400.577,424.295
7.809,400.591,424.287
7.810,400.605,424.280
7.811,400.619,424.272
7.812,400.634,424.265
7.813,400.648,424.258
7.814,400.662,424.250
7.815,400.676,424.243
7.816,400.690,424.235
7.817,400.704,424.228
7.818,400.718,424.220
7.819,400.732,424.213
7.820,400.747,424.206
7.821,400.761,424.198
7.822,400.775,424.191
7.823,400.789,424.183
7.824,400.803,424.176
7.825,400.817,424.168
7.826,400.831,424.161
7.827,400.846,424.154
7.828,400.860,424.146
7.829,400.874,424.139
7.830,400.888,424.131
7.831,400.902,424.124
7.832,400.916,424.117
7.833,400.930,424.109
7.834,400.944,424.102
7.835,400.959,424.094
7.836,400.973,424.087
7.837,400.987,424.079
7.838,401.001,424.072
7.839,401.015,424.065
7.840,401.029,424.057
7.841,401.043,424.050
7.842,401.057,424.042
7.843,401.072,424.035
7.844,401.086,424.028
7.845,401.100,424.020
7.846,401.114,424.013
7.847,401.128,424.005
7.848,401.142,423.998
7.849,401.156,423.990
7.850,401.170,423.983
7.851,401.185,423.976
7.852,401.199,423.968
7.853,401.213,423.961
7.854,401.227,423.953
7.855,401.241,423.946
7.856,401.255,423.938
7.857,401.269,423.931
7.858,401.284,423.924
7.859,401.298,423.916
7.860,401.312,423.909
7.861,401.326,423.901
7.862,401.340,423.894
7.863,401.354,423.887
7.864,401.368,423.879
7.865,401.382,423.872
7.866,401.397,423.864
7.867,401.411,423.857
7.868,401.425,423.849
7.869,401.439,423.842
7.870,401.453,423.835
7.871,401.467,423.827
7.872,401.481,423.820
7.873,401.495,423.812
7.874,401.510,423.805
7.875,401.524,423.797
7.876,401.538,423.790
7.877,401.552,423.783
7.878,401.566,423.775
7.879,401.580,423.768
7.880,401.594,423.760
7.881,401.609,423.753
7.882,401.623,423.746
7.883,401.637,423.738
7.884,401.651,423.731
7.885,401.665,423.723
7.886,401.679,423.716
7.887,401.693,423.708
7.888,401.707,423.701
7.889,401.722,423.694
7.890,401.736,423.686
7.891,401.750,423.679
7.892,401.764,423.671
7.893,401.778,423.664
7.894,401.792,423.657
7.895,401.806,423.649
7.896,401.820,423.642
7.897,401.835,423.634
7.898,401.849,423.627
7.899,401.863,423.619
7.900,401.877,423.612
7.901,401.891,423.605
7.902,401.905,423.597
7.903,401.919,423.590
7.904,401.934,423.582
7.905,401.948,423.575
7.906,401.962,423.567
7.907,401.976,423.560
7.908,401.990,423.553
7.909,402.004,423.545
7.910,402.018,423.538
7.911,402.032,423.530
7.912,402.047,423.523
7.913,402.061,423.516
7.914,402.075,423.508
7.915,402.089,423.501
7.916,402.103,423.493
7.917,402.117,423.486
7.918,402.131,423.478
7.919,402.145,423.471
7.920,402.160,423.464
7.921,402.174,423.456
7.922,402.188,423.449
7.923,402.202,423.441
7.924,402.216,423.434
7.925,402.230,423.426
7.926,402.244,423.419
7.927,402.259,423.412
7.928,402.273,423.404
7.929,402.287,423.397
7.930,402.301,423.389
7.931,402.315,423.382
7.932,402.329,423.375
7.933,402.343,423.367
7.934,402.357,423.360
7.935,402.372,423.352
7.936,402.386,423.345
7.937,402.400,423.337
7.938,402.414,423.330
7.939,402.428,423.323
7.940,402.442,423.315
7.941,402.456,423.308
7.942,402.470,423.300
7.943,402.485,423.293
7.944,402.499,423.286
7.945,402.513,423.278
7.946,402.527,423.271
7.947,402.541,423.263
7.948,402.555,423.256
7.949,402.569,423.248
7.950,402.583,423.241
7.951,402.598,423.234
7.952,402.612,423.226
7.953,402.626,423.219
7.954,402.640,423.211
7.955,402.654,423.204
7.956,402.668,423.196
7.957,402.682,423.189
7.958,402.697,423.182
7.959,402.711,423.174
7.960,402.725,423.167
7.961,402.739,423.159
7.962,402.753,423.152
7.963,402.767,423.145
7.964,402.781,423.137
7.965,402.795,423.130
7.966,402.810,423.122
7.967,402.824,423.115
7.968,402.838,423.107
7.969,402.852,423.100
7.970,402.866,423.093
7.971,402.880,423.085
7.972,402.894,423.078
7.973,402.908,423.070
7.974,402.923,423.063
7.975,402.937,423.055
7.976,402.951,423.048
7.977,402.965,423.041
7.978,402.979,423.033
7.979,402.993,423.026
7.980,403.007,423.018
7.981,403.022,423.011
7.982,403.036,423.004
7.983,403.050,422.996
7.984,403.064,422.989
7.985,403.078,422.981
7.986,403.092,422.974
7.987,403.106,422.966
7.988,403.120,422.959
7.989,403.135,422.952
7.990,403.149,422.944
7.991,403.163,422.937
7.992,403.177,422.929
7.993,403.191,422.922
7.994,403.205,422.915
7.995,403.219,422.907
7.996,403.233,422.900
7.997,403.248,422.892
7.998,403.262,422.885
7.999,403.276,422.877
8.000,403.290,422.870
8.001,403.304,422.863
8.002,403.318,422.855
8.003,403.332,422.848
8.004,403.347,422.840
8.005,403.361,422.833
8.006,403.375,422.826
8.007,403.389,422.818
8.008,403.403,422.811
8.009,403.417,422.803
8.010,403.431,422.796
8.011,403.445,422.788
8.012,403.460,422.781
8.013,403.474,422.774
8.014,403.488,422.766
8.015,403.502,422.759
8.016,403.516,422.751
8.017,403.530,422.744
8.018,403.544,422.737
8.019,403.558,422.729
8.020,403.573,422.722
8.021,403.587,422.714
8.022,403.601,422.707
8.023,403.615,422.700
8.024,403.629,422.692
8.025,403.643,422.685
8.026,403.657,422.677
8.027,403.672,422.670
8.028,403.686,422.663
8.029,403.700,422.655
8.030,403.714,422.648
8.031,403.728,422.640
8.032,403.742,422.633
8.033,403.756,422.625
8.034,403.770,422.618
8.035,403.785,422.611
8.036,403.799,422.603
8.037,403.813,422.596
8.038,403.827,422.588
8.039,403.841,422.581
8.040,403.855,422.574
8.041,403.869,422.566
8.042,403.883,422.559
8.043,403.898,422.551
8.044,403.912,422.544
8.045,403.926,422.537
8.046,403.940,422.529
8.047,403.954,422.522
8.048,403.968,422.514
8.049,403.982,422.507
8.050,403.997,422.500
8.051,404.011,422.492
8.052,404.025,422.485
8.053,404.039,422.477
8.054,404.053,422.470
8.055,404.067,422.462
8.056,404.081,422.455
8.057,404.095,422.448
8.058,404.110,422.440
8.059,404.124,422.433
8.060,404.138,422.425
8.061,404.152,422.418
8.062,404.166,422.411
8.063,404.180,422.403
8.064,404.194,422.396
8.065,404.208,422.388
8.066,404.223,422.381
8.067,404.237,422.374
8.068,404.251,422.366
8.069,404.265,422.359
8.070,404.279,422.351
8.071,404.293,422.344
8.072,404.307,422.336
8.073,404.321,422.329
8.074,404.336,422.322
8.075,404.350,422.314
8.076,404.364,422.307
8.077,404.378,422.299
8.078,404.392,422.292
8.079,404.406,422.285
8.080,404.420,422.277
8.081,404.435,422.270
8.082,404.449,422.262
8.083,404.463,422.255
8.084,404.477,422.248
8.085,404.491,422.240
8.086,404.505,422.233
8.087,404.519,422.225
8.088,404.533,422.218
8.089,404.548,422.211
8.090,404.562,422.203
8.091,404.576,422.196
8.092,404.590,422.188
8.093,404.604,422.181
8.094,404.618,422.173
8.095,404.632,422.166
8.096,404.646,422.159
8.097,404.661,422.151
8.098,404.675,422.144
8.099,404.689,422.136
8.100,404.703,422.129
8.101,404.717,422.122
8.102,404.731,422.114
8.103,404.745,422.107
8.104,404.760,422.099
8.105,404.774,422.092
8.106,404.788,422.085
8.107,404.802,422.077
8.108,404.816,422.070
8.109,404.830,422.062
8.110,404.844,422.055
8.111,404.858,422.047
8.112,404.873,422.040
8.113,404.887,422.033
8.114,404.901,422.025
8.115,404.915,422.018
8.116,404.929,422.010
8.117,404.943,422.003
8.118,404.957,421.996
8.119,404.971,421.988
8.120,404.986,421.981
8.121,405.000,421.973
8.122,405.014,421.966
8.123,405.028,421.959
8.124,405.042,421.951
8.125,405.056,421.944
8.126,405.070,421.936
8.127,405.085,421.929
8.128,405.099,421.922
8.129,405.113,421.914
8.130,405.127,421.907
8.131,405.141,421.899
8.132,405.155,421.892
8.133,405.169,421.884
8.134,405.183,421.877
8.135,405.198,421.870
8.136,405.212,421.862
8.137,405.226,421.855
8.138,405.240,421.847
8.139,405.254,421.840
8.140,405.268,421.833
8.141,405.282,421.825
8.142,405.296,421.818
8.143,405.311,421.810
8.144,405.325,421.803
8.145,405.339,421.796
8.146,405.353,421.788
8.147,405.367,421.781
8.148,405.381,421.773
8.149,405.395,421.766
8.150,405.410,421.759
8.151,405.424,421.751
8.152,405.438,421.744
8.153,405.452,421.736
8.154,405.466,421.729
8.155,405.480,421.721
8.156,405.494,421.714
8.157,405.508,421.707
8.158,405.523,421.699
8.159,405.537,421.692
8.160,405.551,421.684
8.161,405.565,421.677
8.162,405.579,421.670
8.163,405.593,421.662
8.164,405.607,421.655
8.165,405.621,421.647
8.166,405.636,421.640
8.167,405.650,421.633
8.168,405.664,421.625
8.169,405.678,421.618
8.170,405.692,421.610
8.171,405.706,421.603
8.172,405.720,421.595
8.173,405.734,421.588
8.174,405.749,421.581
8.175,405.763,421.573
8.176,405.777,421.566
8.177,405.791,421.558
8.178,405.805,421.551
8.179,405.819,421.544
8.180,405.833,421.536
8.181,405.848,421.529
8.182,405.862,421.521
8.183,405.876,421.514
8.184,405.890,421.507
8.185,405.904,421.499
8.186,405.918,421.492
8.187,405.932,421.484
8.188,405.946,421.477
8.189,405.961,421.470
8.190,405.975,421.462
8.191,405.989,421.455
8.192,406.003,421.447
8.193,406.017,421.440
8.194,406.031,421.432
8.195,406.045,421.425
8.196,406.059,421.418
8.197,406.074,421.410
8.198,406.088,421.403
8.199,406.102,421.395
8.200,406.116,421.388
8.201,406.130,421.381
8.202,406.144,421.373
8.203,406.158,421.366
8.204,406.173,421.358
8.205,406.187,421.351
8.206,406.201,421.344
8.207,406.215,421.336
8.208,406.229,421.329
8.209,406.243,421.321
8.210,406.257,421.314
8.211,406.271,421.306
8.212,406.286,421.299
8.213,406.300,421.292
8.214,406.314,421.284
8.215,406.328,421.277
8.216,406.342,421.269
8.217,406.356,421.262
8.218,406.370,421.255
8.219,406.384,421.247
8.220,406.399,421.240
8.221,406.413,421.232
8.222,406.427,421.225
8.223,406.441,421.218
8.224,406.455,421.210
8.225,406.469,421.203
8.226,406.483,421.195
8.227,406.498,421.188
8.228,406.512,421.181
8.229,406.526,421.173
8.230,406.540,421.166
8.231,406.554,421.158
8.232,406.568,421.151
8.233,406.582,421.143
8.234,406.596,421.136
8.235,406.611,421.129
8.236,406.625,421.121
8.237,406.639,421.114
8.238,406.653,421.106
8.239,406.667,421.099
8.240,406.681,421.092
8.241,406.695,421.084
8.242,406.709,421.077
8.243,406.724,421.069
8.244,406.738,421.062
8.245,406.752,421.055
8.246,406.766,421.047
8.247,406.780,421.040
8.248,406.794,421.032
8.249,406.808,421.025
8.250,406.823,421.018
8.251,406.837,421.010
8.252,406.851,421.003
8.253,406.865,420.995
8.254,406.879,420.988
8.255,406.893,420.980
8.256,406.907,420.973
8.257,406.921,420.966
8.258,406.936,420.958
8.259,406.950,420.951
8.260,406.964,420.943
8.261,406.978,420.936
8.262,406.992,420.929
8.263,407.006,420.921
8.264,407.020,420.914
8.265,407.034,420.906
8.266,407.049,420.899
8.267,407.063,420.892
8.268,407.077,420.884
8.269,407.091,420.877
8.270,407.105,420.869
8.271,407.119,420.862
8.272,407.133,420.854
8.273,407.147,420.847
8.274,407.162,420.840
8.275,407.176,420.832
8.276,407.190,420.825
8.277,407.204,420.817
8.278,407.218,420.810
8.279,407.232,420.803
8.280,407.246,420.795
8.281,407.261,420.788
8.282,407.275,420.780
8.283,407.289,420.773
8.284,407.303,420.766
8.285,407.317,420.758
8.286,407.331,420.751
8.287,407.345,420.743
8.288,407.359,420.736
8.289,407.374,420.729
8.290,407.388,420.721
8.291,407.402,420.714
8.292,407.416,420.706
8.293,407.430,420.699
8.294,407.444,420.691
8.295,407.458,420.684
8.296,407.472,420.677
8.297,407.487,420.669
8.298,407.501,420.662
8.299,407.515,420.654
8.300,407.529,420.647
8.301,407.543,420.640
8.302,407.557,420.632
8.303,407.571,420.625
8.304,407.586,420.617
8.305,407.600,420.610
8.306,407.614,420.603
8.307,407.628,420.595
8.308,407.642,420.588
8.309,407.656,420.580
8.310,407.670,420.573
8.311,407.684,420.565
8.312,407.699,420.558
8.313,407.713,420.551
8.314,407.727,420.543
8.315,407.741,420.536
8.316,407.755,420.528
8.317,407.769,420.521
8.318,407.783,420.514
8.319,407.797,420.506
8.320,407.812,420.499
8.321,407.826,420.491
8.322,407.840,420.484
8.323,407.854,420.477
8.324,407.868,420.469
8.325,407.882,420.462
8.326,407.896,420.454
8.327,407.911,420.447
8.328,407.925,420.440
8.329,407.939,420.432
8.330,407.953,420.425
8.331,407.967,420.417
8.332,407.981,420.410
8.333,407.995,420.402
8.334,408.009,420.395
8.335,408.024,420.388
8.336,408.038,420.380
8.337,408.052,420.373
8.338,408.066,420.365
8.339,408.080,420.358
8.340,408.094,420.351
8.341,408.108,420.343
8.342,408.122,420.336
8.343,408.137,420.328
8.344,408.151,420.321
8.345,408.165,420.314
8.346,408.179,420.306
8.347,408.193,420.299
8.348,408.207,420.291
8.349,408.221,420.284
8.350,408.236,420.277
8.351,408.250,420.269
8.352,408.264,420.262
8.353,408.278,420.254
8.354,408.292,420.247
8.355,408.306,420.239
8.356,408.320,420.232
8.357,408.334,420.225
8.358,408.349,420.217
8.359,408.363,420.210
8.360,408.377,420.202
8.361,408.391,420.195
8.362,408.405,420.188
8.363,408.419,420.180
8.364,408.433,420.173
8.365,408.447,420.165
8.366,408.462,420.158
8.367,408.476,420.151
8.368,408.490,420.143
8.369,408.504,420.136
8.370,408.518,420.128
8.371,408.532,420.121
8.372,408.546,420.113
8.373,408.560,420.106
8.374,408.575,420.099
8.375,408.589,420.091
8.376,408.603,420.084
8.377,408.617,420.076
8.378,408.631,420.069
8.379,408.645,420.062
8.380,408.659,420.054
8.381,408.674,420.047
8.382,408.688,420.039
8.383,408.702,420.032
8.384,408.716,420.025
8.385,408.730,420.017
8.386,408.744,420.010
8.387,408.758,420.002
8.388,408.772,419.995
8.389,408.787,419.988
8.390,408.801,419.980
8.391,408.815,419.973
8.392,408.829,419.965
8.393,408.843,419.958
8.394,408.857,419.950
8.395,408.871,419.943
8.396,408.885,419.936
8.397,408.900,419.928
8.398,408.914,419.921
8.399,408.928,419.913
8.400,408.942,419.906
8.401,408.956,419.899
8.402,408.970,419.891
8.403,408.984,419.884
8.404,408.999,419.876
8.405,409.013,419.869
8.406,409.027,419.862
8.407,409.041,419.854
8.408,409.055,419.847
8.409,409.069,419.839
8.410,409.083,419.832
8.411,409.097,419.824
8.412,409.112,419.817
8.413,409.126,419.810
8.414,409.140,419.802
8.415,409.154,419.795
8.416,409.168,419.787
8.417,409.182,419.780
8.418,409.196,419.773
8.419,409.210,419.765
8.420,409.225,419.758
8.421,409.239,419.750
8.422,409.253,419.743
8.423,409.267,419.736
8.424,409.281,419.728
8.425,409.295,419.721
8.426,409.309,419.713
8.427,409.324,419.706
8.428,409.338,419.699
8.429,409.352,419.691
8.430,409.366,419.684
8.431,409.380,419.676
8.432,409.394,419.669
8.433,409.408,419.661
8.434,409.422,419.654
8.435,409.437,419.647
8.436,409.451,419.639
8.437,409.465,419.632
8.438,409.479,419.624
8.439,409.493,419.617
8.440,409.507,419.610
8.441,409.521,419.602
8.442,409.535,419.595
8.443,409.550,419.587
8.444,409.564,419.580
8.445,409.578,419.573
8.446,409.592,419.565
8.447,409.606,419.558
8.448,409.620,419.550
8.449,409.634,419.543
8.450,409.649,419.536
8.451,409.663,419.528
8.452,409.677,419.521
8.453,409.691,419.513
8.454,409.705,419.506
8.455,409.719,419.498
8.456,409.733,419.491
8.457,409.747,419.484
8.458,409.762,419.476
8.459,409.776,419.469
8.460,409.790,419.461
8.461,409.804,419.454
8.462,409.818,419.447
8.463,409.832,419.439
8.464,409.846,419.432
8.465,409.860,419.424
8.466,409.875,419.417
8.467,409.889,419.410
8.468,409.903,419.402
8.469,409.917,419.395
8.470,409.931,419.387
8.471,409.945,419.380
8.472,409.959,419.372
8.473,409.973,419.365
8.474,409.988,419.358
8.475,410.002,419.350
8.476,410.016,419.343
8.477,410.030,419.335
8.478,410.044,419.328
8.479,410.058,419.321
8.480,410.072,419.313
8.481,410.087,419.306
8.482,410.101,419.298
8.483,410.115,419.291
8.484,410.129,419.284
8.485,410.143,419.276
8.486,410.157,419.269
8.487,410.171,419.261
8.488,410.185,419.254
8.489,410.200,419.247
8.490,410.214,419.239
8.491,410.228,419.232
8.492,410.242,419.224
8.493,410.256,419.217
8.494,410.270,419.209
8.495,410.284,419.202
8.496,410.298,419.195
8.497,410.313,419.187
8.498,410.327,419.180
8.499,410.341,419.172
8.500,410.355,419.165
8.501,410.369,419.158
8.502,410.383,419.150
8.503,410.397,419.143
8.504,410.412,419.135
8.505,410.426,419.128
8.506,410.440,419.121
8.507,410.454,419.113
8.508,410.468,419.106
8.509,410.482,419.098
8.510,410.496,419.091
8.511,410.510,419.083
8.512,410.525,419.076
8.513,410.539,419.069
8.514,410.553,419.061
8.515,410.567,419.054
8.516,410.581,419.046
8.517,410.595,419.039
8.518,410.609,419.032
8.519,410.623,419.024
8.520,410.638,419.017
8.521,410.652,419.009
8.522,410.666,419.002
8.523,410.680,418.995
8.524,410.694,418.987
8.525,410.708,418.980
8.526,410.722,418.972
8.527,410.737,418.965
8.528,410.751,418.958
8.529,410.765,418.950
8.530,410.779,418.943
8.531,410.793,418.935
8.532,410.807,418.928
8.533,410.821,418.920
8.534,410.835,418.913
8.535,410.850,418.906
8.536,410.864,418.898
8.537,410.878,418.891
8.538,410.892,418.883
8.539,410.906,418.876
8.540,410.920,418.869
8.541,410.934,418.861
8.542,410.948,418.854
8.543,410.963,418.846
8.544,410.977,418.839
8.545,410.991,418.832
8.546,411.005,418.824
8.547,411.019,418.817
8.548,411.033,418.809
8.549,411.047,418.802
8.550,411.062,418.795
8.551,411.076,418.787
8.552,411.090,418.780
8.553,411.104,418.772
8.554,411.118,418.765
8.555,411.132,418.757
8.556,411.146,418.750
8.557,411.160,418.743
8.558,411.175,418.735
8.559,411.189,418.728
8.560,411.203,418.720
8.561,411.217,418.713
8.562,411.231,418.706
8.563,411.245,418.698
8.564,411.259,418.691
8.565,411.273,418.683
8.566,411.288,418.676
8.567,411.302,418.669
8.568,411.316,418.661
8.569,411.330,418.654
8.570,411.344,418.646
8.571,411.358,418.639
8.572,411.372,418.631
8.573,411.386,418.624
8.574,411.401,418.617
8.575,411.415,418.609
8.576,411.429,418.602
8.577,411.443,418.594
8.578,411.457,418.587
8.579,411.471,418.580
8.580,411.485,418.572
8.581,411.500,418.565
8.582,411.514,418.557
8.583,411.528,418.550
8.584,411.542,418.543
8.585,411.556,418.535
8.586,411.570,418.528
8.587,411.584,418.520
8.588,411.598,418.513
8.589,411.613,418.506
8.590,411.627,418.498
8.591,411.641,418.491
8.592,411.655,418.483
8.593,411.669,418.476
8.594,411.683,418.468
8.595,411.697,418.461
8.596,411.711,418.454
8.597,411.726,418.446
8.598,411.740,418.439
8.599,411.754,418.431
8.600,411.768,418.424
8.601,411.782,418.417
8.602,411.796,418.409
8.603,411.810,418.402
8.604,411.825,418.394
8.605,411.839,418.387
8.606,411.853,418.380
8.607,411.867,418.372
8.608,411.881,418.365
8.609,411.895,418.357
8.610,411.909,418.350
8.611,411.923,418.342
8.612,411.938,418.335
8.613,411.952,418.328
8.614,411.966,418.320
8.615,411.980,418.313
8.616,411.994,418.305
8.617,412.008,418.298
8.618,412.022,418.291
8.619,412.036,418.283
8.620,412.051,418.276
8.621,412.065,418.268
8.622,412.079,418.261
8.623,412.093,418.254
8.624,412.107,418.246
8.625,412.121,418.239
8.626,412.135,418.231
8.627,412.150,418.224
8.628,412.164,418.217
8.629,412.178,418.209
8.630,412.192,418.202
8.631,412.206,418.194
8.632,412.220,418.187
8.633,412.234,418.179
8.634,412.248,418.172
8.635,412.263,418.165
8.636,412.277,418.157
8.637,412.291,418.150
8.638,412.305,418.142
8.639,412.319,418.135
8.640,412.333,418.128
8.641,412.347,418.120
8.642,412.361,418.113
8.643,412.376,418.105
8.644,412.390,418.098
8.645,412.404,418.091
8.646,412.418,418.083
8.647,412.432,418.076
8.648,412.446,418.068
8.649,412.460,418.061
8.650,412.475,418.054
8.651,412.489,418.046
8.652,412.503,418.039
8.653,412.517,418.031
8.654,412.531,418.024
8.655,412.545,418.016
8.656,412.559,418.009
8.657,412.573,418.002
8.658,412.588,417.994
8.659,412.602,417.987
8.660,412.616,417.979
8.661,412.630,417.972
8.662,412.644,417.965
8.663,412.658,417.957
8.664,412.672,417.950
8.665,412.686,417.942
8.666,412.701,417.935
8.667,412.715,417.928
8.668,412.729,417.920
8.669,412.743,417.913
8.670,412.757,417.905
8.671,412.771,417.898
8.672,412.785,417.890
8.673,412.799,417.883
8.674,412.814,417.876
8.675,412.828,417.868
8.676,412.842,417.861
8.677,412.856,417.853
8.678,412.870,417.846
8.679,412.884,417.839
8.680,412.898,417.831
8.681,412.913,417.824
8.682,412.927,417.816
8.683,412.941,417.809
8.684,412.955,417.802
8.685,412.969,417.794
8.686,412.983,417.787
8.687,412.997,417.779
8.688,413.011,417.772
8.689,413.026,417.765
8.690,413.040,417.757
8.691,413.054,417.750
8.692,413.068,417.742
8.693,413.082,417.735
8.694,413.096,417.727
8.695,413.110,417.720
8.696,413.124,417.713
8.697,413.139,417.705
8.698,413.153,417.698
8.699,413.167,417.690
8.700,413.181,417.683
8.701,413.195,417.676
8.702,413.209,417.668
8.703,413.223,417.661
8.704,413.238,417.653
8.705,413.252,417.646
8.706,413.266,417.639
8.707,413.280,417.631
8.708,413.294,417.624
8.709,413.308,417.616
8.710,413.322,417.609
8.711,413.336,417.601
8.712,413.351,417.594
8.713,413.365,417.587
8.714,413.379,417.579
8.715,413.393,417.572
8.716,413.407,417.564
8.717,413.421,417.557
8.718,413.435,417.550
8.719,413.449,417.542
8.720,413.464,417.535
8.721,413.478,417.527
8.722,413.492,417.520
8.723,413.506,417.513
8.724,413.520,417.505
8.725,413.534,417.498
8.726,413.548,417.490
8.727,413.563,417.483
8.728,413.577,417.476
8.729,413.591,417.468
8.730,413.605,417.461
8.731,413.619,417.453
8.732,413.633,417.446
8.733,413.647,417.438
8.734,413.661,417.431
8.735,413.676,417.424
8.736,413.690,417.416
8.737,413.704,417.409
8.738,413.718,417.401
8.739,413.732,417.394
8.740,413.746,417.387
8.741,413.760,417.379
8.742,413.774,417.372
8.743,413.789,417.364
8.744,413.803,417.357
8.745,413.817,417.350
8.746,413.831,417.342
8.747,413.845,417.335
8.748,413.859,417.327
8.749,413.873,417.320
8.750,413.888,417.313
8.751,413.902,417.305
8.752,413.916,417.298
8.753,413.930,417.290
8.754,413.944,417.283
8.755,413.958,417.275
8.756,413.972,417.268
8.757,413.986,417.261
8.758,414.001,417.253
8.759,414.015,417.246
8.760,414.029,417.238
8.761,414.043,417.231
8.762,414.057,417.224
8.763,414.071,417.216
8.764,414.085,417.209
8.765,414.099,417.201
8.766,414.114,417.194
8.767,414.128,417.187
8.768,414.142,417.179
8.769,414.156,417.172
8.770,414.170,417.164
8.771,414.184,417.157
8.772,414.198,417.149
8.773,414.212,417.142
8.774,414.227,417.135
8.775,414.241,417.127
8.776,414.255,417.120
8.777,414.269,417.112
8.778,414.283,417.105
8.779,414.297,417.098
8.780,414.311,417.090
8.781,414.326,417.083
8.782,414.340,417.075
8.783,414.354,417.068
8.784,414.368,417.061
8.785,414.382,417.053
8.786,414.396,417.046
8.787,414.410,417.038
8.788,414.424,417.031
8.789,414.439,417.024
8.790,414.453,417.016
8.791,414.467,417.009
8.792,414.481,417.001
8.793,414.495,416.994
8.794,414.509,416.986
8.795,414.523,416.979
8.796,414.537,416.972
8.797,414.552,416.964
8.798,414.566,416.957
8.799,414.580,416.949
8.800,414.594,416.942
8.801,414.608,416.935
8.802,414.622,416.927
8.803,414.636,416.920
8.804,414.651,416.912
8.805,414.665,416.905
8.806,414.679,416.898
8.807,414.693,416.890
8.808,414.707,416.883
8.809,414.721,416.875
8.810,414.735,416.868
8.811,414.749,416.860
8.812,414.764,416.853
8.813,414.778,416.846
8.814,414.792,416.838
8.815,414.806,416.831
8.816,414.820,416.823
8.817,414.834,416.816
8.818,414.848,416.809
8.819,414.862,416.801
8.820,414.877,416.794
8.821,414.891,416.786
8.822,414.905,416.779
8.823,414.919,416.772
8.824,414.933,416.764
8.825,414.947,416.757
8.826,414.961,416.749
8.827,414.976,416.742
8.828,414.990,416.735
8.829,415.004,416.727
8.830,415.018,416.720
8.831,415.032,416.712
8.832,415.046,416.705
8.833,415.060,416.697
8.834,415.074,416.690
8.835,415.089,416.683
8.836,415.103,416.675
8.837,415.117,416.668
8.838,415.131,416.660
8.839,415.145,416.653
8.840,415.159,416.646
8.841,415.173,416.638
8.842,415.187,416.631
8.843,415.202,416.623
8.844,415.216,416.616
8.845,415.230,416.609
8.846,415.244,416.601
8.847,415.258,416.594
8.848,415.272,416.586
8.849,415.286,416.579
8.850,415.301,416.572
8.851,415.315,416.564
8.852,415.329,416.557
8.853,415.343,416.549
8.854,415.357,416.542
8.855,415.371,416.534
8.856,415.385,416.527
8.857,415.399,416.520
8.858,415.414,416.512
8.859,415.428,416.505
8.860,415.442,416.497
8.861,415.456,416.490
8.862,415.470,416.483
8.863,415.484,416.475
8.864,415.498,416.468
8.865,415.512,416.460
8.866,415.527,416.453
8.867,415.541,416.446
8.868,415.555,416.438
8.869,415.569,416.431
8.870,415.583,416.423
8.871,415.597,416.416
8.872,415.611,416.408
8.873,415.625,416.401
8.874,415.640,416.394
8.875,415.654,416.386
8.876,415.668,416.379
8.877,415.682,416.371
8.878,415.696,416.364
8.879,415.710,416.357
8.880,415.724,416.349
8.881,415.739,416.342
8.882,415.753,416.334
8.883,415.767,416.327
8.884,415.781,416.320
8.885,415.795,416.312
8.886,415.809,416.305
8.887,415.823,416.297
8.888,415.837,416.290
8.889,415.852,416.283
8.890,415.866,416.275
8.891,415.880,416.268
8.892,415.894,416.260
8.893,415.908,416.253
8.894,415.922,416.245
8.895,415.936,416.238
8.896,415.950,416.231
8.897,415.965,416.223
